label,split,coord_0,coord_1,coord_2,coord_3,coord_4,coord_5,coord_6,coord_7,coord_8,coord_9,coord_10,coord_11,coord_12,coord_13,coord_14,coord_15,coord_16,coord_17,coord_18,coord_19,coord_20,coord_21,coord_22,coord_23,coord_24,coord_25,coord_26,coord_27,coord_28,coord_29,coord_30,coord_31,coord_32,coord_33,coord_34,coord_35,coord_36,coord_37,coord_38,coord_39,coord_40,coord_41,coord_42,coord_43,coord_44,coord_45,coord_46,coord_47,coord_48,coord_49,coord_50,coord_51,coord_52,coord_53,coord_54,coord_55,coord_56,coord_57,coord_58,coord_59,coord_60,coord_61,coord_62,coord_63,coord_64,coord_65,coord_66,coord_67,coord_68,coord_69,coord_70,coord_71,coord_72,coord_73,coord_74,coord_75,coord_76,coord_77,coord_78,coord_79,coord_80,coord_81,coord_82,coord_83,coord_84,coord_85,coord_86,coord_87,coord_88,coord_89,coord_90,coord_91,coord_92,coord_93,coord_94,coord_95,coord_96,coord_97,coord_98,coord_99,coord_100,coord_101,coord_102,coord_103,coord_104,coord_105,coord_106,coord_107,coord_108,coord_109,coord_110,coord_111,coord_112,coord_113,coord_114,coord_115,coord_116,coord_117,coord_118,coord_119,coord_120,coord_121,coord_122,coord_123,coord_124,coord_125
i,train,0.5396662354469299,0.9066085815429688,7.989430628185802e-08,0.5779275298118591,0.8356323838233948,0.0104128345847129,0.5813539624214172,0.7672919034957886,0.0119654024019837,0.5518035888671875,0.7313126921653748,0.0112658776342868,0.5177817344665527,0.7224943041801453,0.0087498892098665,0.559966504573822,0.7209029197692871,-0.0058206995017826,0.5535942316055298,0.6284511089324951,-0.0082698194310069,0.5492286086082458,0.5742843747138977,-0.0103243440389633,0.5488330125808716,0.5314785242080688,-0.0131120961159467,0.5228173732757568,0.7218726873397827,-0.0119576333090662,0.5053836107254028,0.6900510191917419,-0.0060984981246292,0.5066912770271301,0.7176925539970398,0.0022318828850984,0.5152747631072998,0.7433499693870544,0.0045750043354928,0.4897107183933258,0.7396292686462402,-0.0161883812397718,0.4809499084949493,0.723620593547821,-0.0074972417205572,0.4861451983451843,0.7475271224975586,0.0023603544104844,0.4920374751091003,0.7676686644554138,0.0049303588457405,0.4591526091098785,0.7628540992736816,-0.0203283838927745,0.4596339166164398,0.7469587326049805,-0.0107926623895764,0.4666595458984375,0.769084632396698,0.0002897556696552,0.4727219045162201,0.7892778515815735,0.0067971050739288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i,train,0.5211690664291382,0.8598679304122925,4.140186504741905e-08,0.5445952415466309,0.7750602960586548,0.0242237001657485,0.5318049192428589,0.7122651934623718,0.0272705014795064,0.5012282729148865,0.6870712637901306,0.0246969480067491,0.4669435620307922,0.6843369007110596,0.0190101284533739,0.528288722038269,0.6651374101638794,0.0032076169736683,0.5143558382987976,0.5748558640480042,0.0002266313676955,0.5041509866714478,0.518352746963501,-0.0038748478982597,0.5001444816589355,0.4734207391738891,-0.0090868026018142,0.4934199750423431,0.6687139868736267,-0.008651022799313,0.4647778868675232,0.6410500407218933,-0.001209829817526,0.4645511507987976,0.6758495569229126,0.008204810321331,0.4784242808818817,0.6966521739959717,0.0104818567633628,0.4598133265972137,0.690325140953064,-0.0174242462962865,0.44117072224617,0.6743859648704529,-0.0027639784384518,0.444608986377716,0.7009483575820923,0.012156318873167,0.4536391794681549,0.7176820039749146,0.0161554794758558,0.4249246716499328,0.7196279168128967,-0.0252948366105556,0.4165948331356048,0.6967573165893555,-0.0127873541787266,0.4227291345596313,0.7176034450531006,0.0004181869153399,0.4338948726654053,0.7362210154533386,0.0079637486487627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i,train,0.670654296875,0.8467319011688232,4.8191544976816665e-08,0.702768087387085,0.7698139548301697,0.0166003908962011,0.6974302530288696,0.6995354294776917,0.0171001926064491,0.6677499413490295,0.666961669921875,0.013100859709084,0.6326886415481567,0.6582663655281067,0.0061764088459312,0.7025338411331177,0.6515159606933594,-0.002680814359337,0.6968269348144531,0.5569084286689758,-0.0066401856020092,0.6893397569656372,0.4996283650398254,-0.0097233755514025,0.6852903366088867,0.4558293223381042,-0.0131450118497014,0.6653587222099304,0.6516348123550415,-0.0133446613326668,0.6312050223350525,0.6156609058380127,-0.0103381583467125,0.6267929077148438,0.6496251225471497,-0.0024937307462096,0.6387854218482971,0.6763986945152283,-6.266660057008266e-05,0.6281039714813232,0.6692429184913635,-0.0216271635144948,0.6011442542076111,0.6451998353004456,-0.0133841065689921,0.6015732288360596,0.6736599206924438,-0.0013179588131606,0.6119230389595032,0.6930056214332581,0.0022388894576579,0.5914337038993835,0.6944345831871033,-0.0294220224022865,0.5788246989250183,0.675304651260376,-0.0195369161665439,0.5838577747344971,0.7006331086158752,-0.0061454847455024,0.5947059988975525,0.7201970815658569,0.0020566403400152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i,train,0.7643080949783325,0.6613948345184326,-1.1956150558489753e-07,0.8119935393333435,0.5945507287979126,0.0146978087723255,0.8224834203720093,0.5256500244140625,0.0150111215189099,0.8009158372879028,0.4817127287387848,0.01046575140208,0.767363965511322,0.4620833396911621,0.0026577438693493,0.8305922746658325,0.4785574674606323,-0.0033598479349166,0.8294288516044617,0.3876939713954925,-0.0072990329936146,0.8251804709434509,0.331827700138092,-0.0119024133309721,0.8256682753562927,0.2879406809806824,-0.0174058601260185,0.7996267676353455,0.4678461849689483,-0.0147349564358592,0.7542101740837097,0.4443243741989136,-0.0113402316346764,0.7448593378067017,0.4804170727729797,-0.0070847743190824,0.7531716823577881,0.5073447823524475,-0.0082954363897442,0.7622386813163757,0.4754157066345215,-0.0240007955580949,0.7204042673110962,0.4710348844528198,-0.0148364445194602,0.718417763710022,0.5007842183113098,-0.0084957312792539,0.7296011447906494,0.5198407173156738,-0.0101479412987828,0.7219914197921753,0.487113744020462,-0.0334410406649112,0.6919251084327698,0.4921678900718689,-0.0241246372461318,0.6931360960006714,0.5186161398887634,-0.0162940882146358,0.7027961015701294,0.5381620526313782,-0.0130952736362814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i,train,0.785931408405304,0.9131879806518556,-1.2054052200838328e-09,0.8258135914802551,0.8477809429168701,0.0107271606102585,0.8317670822143555,0.778681755065918,0.0096233915537595,0.8050927519798279,0.7402524948120117,0.0043337480165064,0.7726037502288818,0.72523033618927,-0.003488888265565,0.8445379734039307,0.7347564101219177,-0.0028648758307099,0.8399568796157837,0.6435918807983398,-0.0094019519165158,0.8330813050270081,0.5855098962783813,-0.0148612232878804,0.8288814425468445,0.540705680847168,-0.0201320778578519,0.8105801939964294,0.7271822094917297,-0.0126666519790887,0.7698925137519836,0.6887620687484741,-0.0157451331615448,0.7635912299156189,0.7203465700149536,-0.0125435637310147,0.7758923172950745,0.7450518012046814,-0.0122083621099591,0.7734111547470093,0.7332106232643127,-0.0210380479693412,0.7384659051895142,0.7101455330848694,-0.0186946243047714,0.7358892560005188,0.7362812757492065,-0.0101706739515066,0.7481814622879028,0.7526835799217224,-0.007781920954585,0.7356492877006531,0.7451022863388062,-0.0296034310013055,0.7142800092697144,0.7336298227310181,-0.024994732812047,0.7150068879127502,0.7596058249473572,-0.0151744065806269,0.7257494926452637,0.7777056097984314,-0.0088577466085553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i,train,0.3681496977806091,1.0132567882537842,-4.719718447177002e-07,0.3302859961986542,0.909325897693634,0.0176442041993141,0.3357272148132324,0.8212820887565613,0.0198912099003791,0.3745228052139282,0.7703681588172913,0.02010153606534,0.4073508679866791,0.7569657564163208,0.0187696330249309,0.3532004356384277,0.7648280262947083,-0.012384277768433,0.3698704838752746,0.6499786376953125,-0.024176811799407,0.3779805302619934,0.5814094543457031,-0.031770996749401,0.3817717432975769,0.5301090478897095,-0.0369809046387672,0.4013301432132721,0.7870637774467468,-0.0198520570993423,0.4245011210441589,0.706578254699707,-0.0184768140316009,0.4143809080123901,0.7404527068138123,-0.0099355457350611,0.4047837257385254,0.7728196382522583,-0.0063258917070925,0.4431830048561096,0.8210790157318115,-0.0243081822991371,0.4575530588626861,0.7496607303619385,-0.0176324509084224,0.4462014436721802,0.7761663794517517,-0.0042628566734492,0.4370608031749725,0.8037079572677612,0.0008192976820282,0.4781009554862976,0.8575952649116516,-0.0269852429628372,0.48232501745224,0.7947033643722534,-0.0175907257944345,0.4709455370903015,0.8158026933670044,-0.0031466751825064,0.4649800658226013,0.8406716585159302,0.0056512323208153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i,train,0.2408196628093719,0.9519249200820924,-1.8979882554504002e-07,0.2069467902183532,0.8627238273620605,0.0072538997046649,0.2175347954034805,0.7815651893615723,0.0053713428787887,0.2554846405982971,0.7285743355751038,0.0028981699142605,0.2896511852741241,0.7100062966346741,0.000480532675283,0.2152346968650818,0.7328413724899292,-0.0154395457357168,0.2304597795009613,0.6269785165786743,-0.0228933040052652,0.2415909469127655,0.5650719404220581,-0.024856973439455,0.2486254870891571,0.5203080177307129,-0.0266441665589809,0.2562447786331177,0.7459466457366943,-0.0221699178218841,0.2949469983577728,0.6828992366790771,-0.0267256870865821,0.2954568564891815,0.7144916653633118,-0.021720802411437,0.2871026694774627,0.7424620985984802,-0.0173690486699342,0.2964885234832763,0.7727724313735962,-0.0264376439154148,0.3215733468532562,0.7250865697860718,-0.0259709525853395,0.3162064254283905,0.7531144022941589,-0.0148525489494204,0.306737333536148,0.7766744494438171,-0.0084720430895686,0.3317185044288635,0.8051010370254517,-0.0300232749432325,0.3396819829940796,0.7669768929481506,-0.0258570630103349,0.3325293362140655,0.7903412580490112,-0.0139007223770022,0.3257275223731994,0.8130736947059631,-0.0049896244890987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i,train,0.1892780065536499,0.9617671966552734,-2.713556455091748e-07,0.1485157757997512,0.8684400916099548,0.005564481485635,0.1578962206840515,0.7777986526489258,0.0041766292415559,0.1929482221603393,0.6987115144729614,0.0039405794814229,0.2246976494789123,0.6606436371803284,0.0041475277394056,0.1628260612487793,0.741084098815918,-0.0201526172459125,0.1716233491897583,0.6265395879745483,-0.029874287545681,0.1768923103809356,0.5581684112548828,-0.0316550433635711,0.1815613806247711,0.5079261064529419,-0.0323871672153472,0.2071104943752288,0.7538167238235474,-0.0234797392040491,0.2310621887445449,0.6775893568992615,-0.0284836795181036,0.2236808985471725,0.710533857345581,-0.020383907482028,0.2146507948637008,0.7397035956382751,-0.0133358985185623,0.2499037832021713,0.776469886302948,-0.0242874082177877,0.2561521232128143,0.7176907658576965,-0.0238669943064451,0.2481809854507446,0.7435369491577148,-0.0114714475348591,0.240973100066185,0.7665292620658875,-0.0034457554575055,0.2862803936004638,0.8028573393821716,-0.0242472793906927,0.2801412940025329,0.7571486234664917,-0.0182951167225837,0.2733448445796966,0.7788692712783813,-0.0057632415555417,0.2704318761825561,0.7995959520339966,0.0038051733281463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i,train,0.2441572546958923,0.9299588203430176,-3.0916569926375814e-07,0.2043450474739074,0.8372122049331665,0.0072822282090783,0.2137025594711303,0.7472148537635803,0.0073699965141713,0.2516999840736389,0.6731163263320923,0.0087261525914072,0.2859997451305389,0.6430355906486511,0.0104594733566045,0.2252430319786071,0.7105151414871216,-0.0183718614280223,0.240262895822525,0.5960036516189575,-0.0256529841572046,0.2504850327968597,0.5327342748641968,-0.0258247461169958,0.2587519884109497,0.4855671226978302,-0.0254011303186416,0.2696897089481354,0.7272606492042542,-0.0212346259504556,0.291413813829422,0.6529945731163025,-0.0234139859676361,0.2800038456916809,0.6849846243858337,-0.0133248874917626,0.2690005302429199,0.7142812013626099,-0.0051641683094203,0.3094414174556732,0.7546491026878357,-0.0214524343609809,0.3159357607364654,0.6931546330451965,-0.0213790647685527,0.3034688532352447,0.7168697714805603,-0.0100840218365192,0.293901264667511,0.7411594986915588,-0.0025568364653736,0.3429768979549408,0.7858378291130066,-0.0201516672968864,0.3334938883781433,0.7380556464195251,-0.0144571606069803,0.3228404819965362,0.75575190782547,-0.0028230606112629,0.318004846572876,0.7766395807266235,0.0058767143636941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i,train,0.2022532522678375,0.7151042222976685,-3.450995222920028e-07,0.1749382615089416,0.6214828491210938,0.0190056450664997,0.1843555718660354,0.5465916991233826,0.0169992614537477,0.2224459052085876,0.5067024230957031,0.0124825444072484,0.2552864253520965,0.5043154954910278,0.0067235906608402,0.1901924014091491,0.4929202497005462,-0.0265010707080364,0.2119361311197281,0.3860074579715729,-0.0400282032787799,0.2236406058073043,0.3189122378826141,-0.048281405121088,0.2296061068773269,0.268951952457428,-0.0547989606857299,0.231006920337677,0.5032897591590881,-0.0371746979653835,0.2741596400737762,0.4772157371044159,-0.0355439968407154,0.2686054408550262,0.5149121284484863,-0.0247407536953687,0.2552701532840729,0.5374582409858704,-0.0215677339583635,0.270585834980011,0.5338847637176514,-0.0437943525612354,0.297439843416214,0.5241996049880981,-0.0340087749063968,0.2874473333358764,0.550912082195282,-0.016584375873208,0.2735267579555511,0.5693073272705078,-0.0115951439365744,0.3055993318557739,0.569892406463623,-0.0494400337338447,0.3166995346546173,0.5704302191734314,-0.0362606048583984,0.3049301505088806,0.5954408049583435,-0.0197731181979179,0.2931020557880401,0.6122525930404663,-0.010868290439248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
